index,Unnamed: 0,times,temperature,humidity,winddirection,windpower,rains,rains7041JA23,waterlevels7041JA23,rains7041JA24,waterlevels7041JA24,waterlevels
2022-1-4 12:00,104,301.08,15,93,3,1,0,0,1.9,0,1.69,78
2022-1-4 13:00,105,301.09,16,88,5,1,0,0,1.9,0,1.68,97
2022-1-4 14:00,106,301.1,18,78,2,1,0,0,1.9,0,1.68,63
2022-1-4 15:00,107,301.11,20,69,4,1,0,0,1.9,0,1.68,65
2022-1-4 16:00,108,301.12,22,60,3,2,0,0,1.91,0,1.68,83
2022-1-4 17:00,109,301.13,22,58,3,2,0,0,1.91,0,1.68,212
2022-1-4 18:00,110,301.14,22,57,3,1,0,0,1.9,0,1.68,182
2022-1-4 19:00,111,301.15,22,58,1,1,0,0,1.9,0,1.68,112
2022-1-4 20:00,112,301.16,20,72,8,2,0,0,1.9,0,1.68,54
2022-1-4 21:00,113,301.17,17,84,8,3,0,0,1.9,0,1.67,48
2022-1-4 22:00,114,301.18,15,89,1,2,0,0.5,1.9,0,1.69,35
2022-1-4 23:00,115,301.19,15,92,1,2,0,0,1.9,0,1.69,11
2022-1-5 0:00,116,301.2,15,82,6,3,0,0,1.89,0,1.69,6
2022-1-5 1:00,117,301.21,13,88,6,2,0,0,1.89,0,1.68,6
2022-1-5 2:00,118,301.22,14,89,2,1,0,0,1.89,0,1.68,2
2022-1-5 4:00,119,301.23,14,89,2,1,0,0,1.9,0,1.68,2
2022-1-5 5:00,120,302,11,86,5,3,1,1.5,1.9,0,1.68,3
2022-1-5 6:00,121,302.01,10,85,6,2,1,1.5,1.9,0,1.68,33
2022-1-5 7:00,122,302.02,9,87,6,2,1.5,1.5,1.91,0,1.68,88
2022-1-5 8:00,123,302.03,9,84,6,2,1,1,1.91,0,1.69,195
2022-1-5 9:00,124,302.04,9,84,6,3,1,0.5,1.91,0,1.69,115
2022-1-5 10:00,125,302.05,9,81,6,2,0,0.5,1.92,0,1.7,57
2022-1-5 11:00,126,302.06,9,80,6,2,0,0.5,1.92,0,1.7,46
2022-1-5 12:00,127,302.07,9,76,6,3,0,0,1.92,0,1.7,79
2022-1-5 13:00,128,302.08,9,75,6,2,0,0,1.92,0,1.7,71
2022-1-5 14:00,129,302.09,9,72,6,2,0,0,1.91,0,1.7,62
2022-1-5 15:00,130,302.1,9,72,6,2,0,0,1.92,0,1.7,62
2022-1-5 16:00,131,302.11,9,72,6,3,0,0,1.92,0,1.7,89
2022-1-5 17:00,132,302.12,10,67,6,3,0,0,1.92,0,1.7,190
2022-1-5 18:00,133,302.13,10,64,6,3,0,0,1.92,0,1.7,169
2022-1-5 19:00,134,302.14,11,61,6,2,0,0,1.92,0,1.71,132
2022-1-5 20:00,135,302.15,11,57,6,2,0,0,1.92,0,1.71,89
2022-1-5 21:00,136,302.16,13,46,8,2,0,0,1.93,0,1.71,43
2022-1-5 22:00,137,302.17,12,47,8,2,0,0,1.91,0,1.71,42
2022-1-5 23:00,138,302.18,11,44,8,2,0,0,1.92,0,1.71,19
2022-1-6 0:00,139,302.19,10,45,7,2,0,0,1.92,0,1.71,11
2022-1-6 1:00,140,302.2,10,42,7,2,0,0,1.92,0,1.71,4
2022-1-6 2:00,141,302.21,9,42,7,2,0,0,1.92,0,1.71,2
2022-1-6 4:00,142,302.22,8,56,1,2,0,0,1.92,0,1.71,1
2022-1-6 5:00,143,302.23,13,76,6,2,0,0,1.92,0,1.71,4
2022-1-6 6:00,144,303,8,58,8,1,0,0,1.92,0,1.71,36
2022-1-6 7:00,145,303.01,8,58,6,2,0,0,1.92,0,1.71,95
2022-1-6 8:00,146,303.02,7,61,6,2,0,0,1.92,0,1.71,219
2022-1-6 9:00,147,303.03,8,63,6,2,0,0,1.92,0,1.71,122
2022-1-6 10:00,148,303.04,7,64,6,2,0,0,1.92,0,1.71,45
2022-1-6 11:00,149,303.05,7,66,5,2,0,0,1.92,0,1.71,59
2022-1-6 12:00,150,303.06,7,66,5,3,0,0,1.92,0,1.71,84
2022-1-6 13:00,151,303.07,7,66,5,2,0,0,1.92,0,1.71,67
2022-1-6 14:00,152,303.08,8,65,6,2,0,0,1.92,0,1.71,70
2022-1-6 15:00,153,303.09,10,60,6,2,0,0,1.92,0,1.71,62
2022-1-6 16:00,154,303.1,11,57,7,2,0,0,1.92,0,1.71,86
2022-1-6 17:00,155,303.11,12,58,8,2,0,0,1.92,0,1.71,172
2022-1-6 18:00,156,303.12,13,55,1,2,0,0,1.92,0,1.7,163
2022-1-6 19:00,157,303.13,13,54,2,1,0,0,1.92,0,1.7,112
2022-1-6 20:00,158,303.14,13,58,1,2,0,0,1.93,0,1.7,69
2022-1-6 21:00,159,303.15,12,66,1,2,0,0,1.93,0,1.7,48
2022-1-6 22:00,160,303.16,12,73,1,1,0.5,0,1.92,0,1.7,52
2022-1-6 23:00,161,303.17,11,80,1,1,0.5,0.5,1.92,0,1.7,23
2022-1-7 0:00,162,303.18,11,83,8,1,0,0,1.92,0,1.71,17
2022-1-7 1:00,163,303.19,11,84,6,1,0.5,0.5,1.92,0,1.71,7
2022-1-7 2:00,164,303.2,11,88,6,1,0,0.5,1.92,0,1.71,1
2022-1-7 4:00,165,303.21,10,89,5,1,0.5,0.5,1.92,0,1.71,1
2022-1-7 5:00,166,303.22,10,92,5,2,0.5,0.5,1.92,0,1.71,5
2022-1-7 6:00,167,303.23,8,58,8,1,0,0,1.93,0,1.71,34
2022-1-7 7:00,168,304,10,95,5,2,0,0.5,1.93,0,1.71,84
2022-1-7 8:00,169,304.01,10,95,5,2,0.5,0,1.93,0,1.71,210
2022-1-7 9:00,170,304.02,10,95,5,2,0.5,0.5,1.93,0,1.72,134
2022-1-7 10:00,171,304.03,10,95,5,2,1,1,1.94,0,1.72,63
2022-1-7 11:00,172,304.04,10,95,5,2,0.5,0,1.94,0,1.72,67
2022-1-7 12:00,173,304.05,10,94,5,2,0,0,1.94,0,1.72,59
2022-1-7 13:00,174,304.06,10,94,5,3,0.5,0.5,1.94,0,1.72,73
2022-1-7 14:00,175,304.07,11,90,6,3,0,0,1.94,0,1.73,50
2022-1-7 15:00,176,304.08,12,86,6,2,0,0,1.94,0,1.73,72
2022-1-7 16:00,177,304.09,12,82,5,3,0,0,1.94,0,1.73,87
2022-1-7 17:00,178,304.1,15,72,6,3,0,0,1.94,0,1.72,187
2022-1-7 18:00,179,304.11,16,66,5,3,0,0,1.94,0,1.71,123
2022-1-7 19:00,180,304.12,18,62,6,3,0,0,1.94,0,1.72,95
2022-1-7 20:00,181,304.13,19,56,5,3,0,0,1.94,0,1.71,51
2022-1-7 21:00,182,304.14,20,52,6,3,0,0,1.94,0,1.72,39
2022-1-7 22:00,183,304.15,19,48,6,3,0,0,1.69,0,1.71,36
2022-1-7 23:00,184,304.16,19,48,6,3,0,0,1.49,0,1.71,15
2022-1-8 0:00,185,304.17,18,50,6,2,0,0,1.37,0,1.71,25
2022-1-8 1:00,186,304.18,17,52,6,2,0,0,1.29,0,1.71,16
2022-1-8 2:00,187,304.19,14,76,2,1,0,0,1.23,0,1.71,16
2022-1-8 3:00,188,304.2,13,86,5,1,0,0,1.19,0,1.71,7
2022-1-8 4:00,189,304.21,14,63,6,1,0,0,1.16,0,1.71,1
2022-1-8 5:00,190,304.22,12,83,3,1,0,0,1.13,0,1.7,5
2022-1-8 6:00,191,304.23,10,93,6,1,0,0,1.4,0,1.7,2
2022-1-8 7:00,192,305,10,93,7,1,0,0,1.54,0,1.7,9
2022-1-8 8:00,193,305.01,10,92,6,1,0,0,1.63,0,1.69,15
2022-1-8 9:00,194,305.02,11,84,6,1,0,0,1.7,0,1.68,20
2022-1-8 10:00,195,305.03,11,84,5,1,0,0,1.74,0,1.68,61
2022-1-8 11:00,196,305.04,11,83,8,1,0,0,1.76,0,1.67,62
2022-1-8 12:00,197,305.05,10,87,6,1,0,0,1.78,0,1.67,98
2022-1-8 13:00,198,305.06,10,90,5,1,0,0,1.78,0,1.66,102
2022-1-8 14:00,199,305.07,11,90,1,2,0,0,1.79,0,1.65,95
2022-1-8 15:00,200,305.08,11,88,1,2,0,0,1.8,0,1.65,74
2022-1-8 16:00,201,305.09,12,83,8,1,0,0,1.8,0,1.65,76
2022-1-8 17:00,202,305.1,12,81,1,1,0,0,1.81,0,1.64,69
2022-1-8 18:00,203,305.11,12,80,2,1,0,0,1.81,0,1.64,55
2022-1-8 19:00,204,305.12,12,81,2,2,0.5,0,1.82,0,1.63,30
2022-1-8 20:00,205,305.13,13,75,1,1,0,0,1.82,0,1.63,28
2022-1-8 21:00,206,305.14,13,71,1,1,0,0,1.82,0,1.62,37
2022-1-8 22:00,207,305.15,13,71,3,1,0,0,1.82,0,1.62,34
2022-1-8 23:00,208,305.16,13,73,1,1,0,0.5,1.83,0,1.62,22
2022-1-9 0:00,209,305.17,13,75,7,1,0.5,0,1.83,0,1.61,25
2022-1-9 1:00,210,305.18,12,74,6,2,0.5,0,1.83,0,1.61,12
2022-1-9 2:00,211,305.19,11,86,8,1,0.5,2.5,1.83,0,1.62,11
2022-1-9 3:00,212,305.2,11,89,3,1,0,0.5,1.84,0,1.63,4
2022-1-9 4:00,213,305.21,11,91,6,1,0.5,0,1.84,0,1.63,1
2022-1-9 5:00,214,305.22,11,91,5,1,0,0.5,1.85,0,1.63,1
2022-1-9 6:00,215,305.23,12,90,7,0,1,1.5,1.85,0,1.64,1
2022-1-9 7:00,216,306,10,94,5,2,4,3.5,1.86,0,1.65,6
2022-1-9 8:00,217,306.01,10,95,5,1,1.5,3,1.88,0,1.66,10
2022-1-9 9:00,218,306.02,10,94,5,1,0,0,1.9,0,1.68,19
2022-1-9 10:00,219,306.03,10,94,6,1,0,0,1.91,0,1.68,49
2022-1-9 11:00,220,306.04,11,94,5,2,0.5,0.5,1.91,0,1.69,49
2022-1-9 12:00,221,306.05,10,95,5,1,3,2,1.92,0,1.7,83
2022-1-9 13:00,222,306.06,10,95,6,2,5.5,4.5,1.94,0,1.71,75
2022-1-9 14:00,223,306.07,11,95,6,2,3.5,3.5,1.97,0,1.74,72
2022-1-9 15:00,224,306.08,11,95,1,1,2,1.5,1.99,0,1.77,82
2022-1-9 16:00,225,306.09,11,94,7,1,0,0.5,2.01,0,1.8,92
2022-1-9 17:00,226,306.1,12,90,7,2,0,0,2.02,0,1.81,62
2022-1-9 18:00,227,306.11,13,88,7,2,0,0,2.03,0,1.83,48
2022-1-9 19:00,228,306.12,12,91,7,2,0,0,2.04,0,1.86,41
2022-1-9 20:00,229,306.13,12,91,8,2,0,0.5,2.05,0,1.87,38
2022-1-9 21:00,230,306.14,12,92,6,2,0,0,2.04,0,1.88,20
2022-1-9 22:00,231,306.15,13,82,8,1,0,0,2.03,0,1.9,15
2022-1-9 23:00,232,306.16,13,77,8,2,0,0,1.77,0,1.91,6
2022-1-10 0:00,233,306.17,13,77,7,2,0,0,1.59,0,1.91,5
2022-1-10 1:00,234,306.18,12,77,6,2,0,0,1.46,0,1.9,1
2022-1-10 2:00,235,306.19,12,78,7,2,0,0,1.38,0,1.89,3
2022-1-10 3:00,236,306.2,12,76,7,2,0,0,1.31,0,1.88,1
2022-1-10 4:00,237,306.21,11,74,7,2,0,0,1.26,0,1.87,3
2022-1-10 5:00,238,306.22,11,75,7,2,0,0,1.21,0,1.86,3
2022-1-10 6:00,239,306.23,10,92,6,2,0,0,1.17,0,1.84,31
2022-1-10 7:00,240,307,11,75,6,2,0,0,1.13,0,1.83,77
2022-1-10 8:00,241,307.01,11,73,6,2,0,0,1.33,0,1.81,188
2022-1-10 9:00,242,307.02,11,74,6,2,0,0,1.49,0,1.8,94
2022-1-10 10:00,243,307.03,11,75,5,2,0,0,1.57,0,1.78,31
2022-1-10 11:00,244,307.04,11,76,6,2,0,0,1.62,0,1.78,30
2022-1-10 12:00,245,307.05,11,76,6,2,0,0,1.64,0,1.77,52
2022-1-10 13:00,246,307.06,10,78,6,2,0,0,1.66,0,1.77,54
2022-1-10 14:00,247,307.07,10,77,6,2,0,0,1.67,0,1.78,47
2022-1-10 15:00,248,307.08,11,76,6,3,0,0,1.68,0,1.78,45
2022-1-10 16:00,249,307.09,11,76,6,2,0,0,1.69,0,1.78,74
2022-1-10 17:00,250,307.1,11,75,6,2,0,0,1.7,0,1.78,178
2022-1-10 18:00,251,307.11,11,76,6,2,0,0,1.72,0,1.77,155
2022-1-10 19:00,252,307.12,13,71,5,2,0,0,1.73,0,1.77,95
2022-1-10 20:00,253,307.13,13,69,6,2,0,0,1.75,0,1.77,74
2022-1-10 21:00,254,307.14,13,69,6,2,0,0,1.76,0,1.76,38
2022-1-10 22:00,255,307.15,13,70,6,2,0,0,1.77,0,1.75,24
2022-1-10 23:00,256,307.16,13,72,5,2,0,0,1.78,0,1.75,18
2022-1-11 0:00,257,307.17,13,73,6,2,0,0,1.8,0,1.74,12
2022-1-11 1:00,258,307.18,12,74,6,2,0,0,1.81,0,1.73,3
2022-1-11 2:00,259,307.19,12,75,6,2,0,0,1.82,0,1.73,3
2022-1-11 5:00,260,307.2,12,76,6,2,0,0,1.82,0,1.73,6
2022-1-11 6:00,261,307.21,12,76,5,2,0,0,1.83,0,1.72,27
2022-1-11 7:00,262,307.22,11,76,5,2,0,0,1.84,0,1.71,99
2022-1-11 8:00,263,307.23,11,74,6,2,0,0,1.85,0,1.71,217
2022-1-11 9:00,264,308,11,77,5,2,0,0,1.85,0,1.71,130
2022-1-11 10:00,265,308.01,11,78,5,2,0,0,1.86,0,1.71,54
2022-1-11 11:00,266,308.02,11,77,6,2,0,0,1.86,0,1.7,35
2022-1-11 12:00,267,308.03,11,77,6,1,0,0,1.87,0,1.7,57
2022-1-11 13:00,268,308.04,11,77,6,2,0,0,1.87,0,1.7,52
2022-1-11 14:00,269,308.05,11,77,6,1,0,0,1.88,0,1.7,63
2022-1-11 15:00,270,308.06,11,78,5,1,0,0,1.88,0,1.7,47
2022-1-11 16:00,271,308.07,11,77,6,1,0,0,1.88,0,1.7,76
2022-1-11 17:00,272,308.08,11,74,6,2,0,0,1.89,0,1.69,136
2022-1-11 18:00,273,308.09,13,70,6,1,0,0,1.89,0,1.69,95
2022-1-11 19:00,274,308.1,13,64,8,2,0,0,1.89,0,1.69,51
2022-1-11 20:00,275,308.11,14,66,8,2,0,0,1.89,0,1.68,32
2022-1-11 21:00,276,308.12,14,61,8,3,0,0,1.88,0,1.68,20
2022-1-11 22:00,277,308.13,15,59,8,2,0,0,1.88,0,1.68,29
2022-1-11 23:00,278,308.14,15,59,1,3,0,0,1.88,0,1.68,19
2022-1-12 0:00,279,308.15,14,65,1,3,0,0,1.88,0,1.68,7
2022-1-12 1:00,280,308.16,13,68,1,3,0,0,1.88,0,1.68,6
2022-1-12 2:00,281,308.17,13,71,1,2,0,0,1.87,0,1.68,1
2022-1-12 5:00,282,308.18,12,74,1,2,0,0,1.87,0,1.68,5
2022-1-12 6:00,283,308.19,12,78,1,2,0,0,1.87,0,1.68,16
2022-1-12 7:00,284,308.2,11,84,1,2,1.5,0,1.87,0,1.68,54
2022-1-12 8:00,285,308.21,11,80,1,2,0.5,1,1.87,0,1.68,128
2022-1-12 9:00,286,308.22,10,69,8,2,0,0,1.87,0,1.67,81
2022-1-12 10:00,287,308.23,11,76,6,2,0,0,1.87,0,1.68,39
2022-1-12 11:00,288,309,10,65,7,1,0,0,1.86,0,1.67,35
2022-1-12 12:00,289,309.01,10,71,5,1,0,0,1.86,0,1.67,55
2022-1-12 13:00,290,309.02,10,76,7,1,0,0,1.86,0,1.67,49
2022-1-12 14:00,291,309.03,10,73,5,1,0,0,1.86,0,1.67,44
2022-1-12 15:00,292,309.04,10,75,4,1,0,0,1.86,0,1.67,49
2022-1-12 16:00,293,309.05,10,75,5,1,0,0,1.86,0,1.67,68
2022-1-12 17:00,294,309.06,10,77,5,1,0,0,1.86,0,1.66,139
2022-1-12 18:00,295,309.07,10,79,6,1,0,0,1.85,0,1.66,137
2022-1-12 19:00,296,309.08,11,75,6,1,0,0,1.85,0,1.66,83
2022-1-12 20:00,297,309.09,13,63,5,1,0,0,1.85,0,1.66,56
2022-1-12 21:00,298,309.1,14,59,4,1,0,0,1.85,0,1.65,57
2022-1-12 22:00,299,309.11,16,56,8,1,0,0,1.85,0,1.65,33
2022-1-12 23:00,300,309.12,17,48,7,2,0,0,1.85,0,1.64,20
2022-1-13 0:00,301,309.13,17,55,1,2,0,0,1.85,0,1.64,7
2022-1-13 1:00,302,309.14,16,64,1,3,0,0,1.85,0,1.64,2
2022-1-13 2:00,303,309.15,14,70,1,3,0,0,1.85,0,1.64,2
2022-1-13 3:00,304,309.16,14,75,1,3,0,0,1.84,0,1.64,3
2022-1-13 4:00,305,309.17,14,74,1,3,0,0,1.84,0,1.64,4
2022-1-13 5:00,306,309.18,14,76,1,2,0,0,1.84,0,1.64,3
2022-1-13 6:00,307,309.19,14,71,8,2,0,0,1.84,0,1.64,28
2022-1-13 7:00,308,309.2,14,70,8,2,0,0,1.84,0,1.64,72
2022-1-13 8:00,309,309.21,14,69,7,2,0,0,1.85,0,1.64,202
2022-1-13 9:00,310,309.22,10,69,8,2,0,0,1.85,0,1.64,139
2022-1-13 10:00,311,309.23,10,68,8,1,0,0,1.85,0,1.64,38
2022-1-13 11:00,312,310,13,75,8,1,0,0,1.85,0,1.64,37
2022-1-13 12:00,313,310.01,13,73,6,1,0,0,1.85,0,1.64,52
2022-1-13 13:00,314,310.02,12,72,7,2,0,0,1.85,0,1.64,83
2022-1-13 14:00,315,310.03,12,74,7,2,0,0,1.85,0,1.64,42
2022-1-13 15:00,316,310.04,11,77,7,2,0,0,1.85,0,1.64,60
2022-1-13 16:00,317,310.05,11,81,6,1,0,0,1.85,0,1.64,78
2022-1-13 17:00,318,310.06,11,81,6,2,0,0,1.85,0,1.64,162
2022-1-13 18:00,319,310.07,11,78,6,1,0,0,1.86,0,1.64,144
2022-1-13 19:00,320,310.08,12,70,6,2,0,0,1.86,0,1.64,99
2022-1-13 20:00,321,310.09,13,67,4,1,0,0,1.86,0,1.64,64
2022-1-13 21:00,322,310.1,15,60,8,2,0,0,1.86,0,1.64,40
2022-1-13 22:00,323,310.11,15,57,8,2,0,0,1.86,0,1.64,30
2022-1-13 23:00,324,310.12,16,54,1,3,0,0,1.86,0,1.64,15
2022-1-14 0:00,325,310.13,16,55,1,3,0,0,1.87,0,1.64,14
2022-1-14 1:00,326,310.14,16,56,1,3,0,0,1.86,0,1.64,5
2022-1-14 2:00,327,310.15,15,43,1,3,0,0,1.86,0,1.65,1
2022-1-14 3:00,328,310.16,15,43,1,3,0,0,1.86,0,1.65,1
2022-1-14 5:00,329,310.17,14,48,1,3,0,0,1.86,0,1.65,8
2022-1-14 6:00,330,310.18,13,63,1,2,0,0,1.85,0,1.65,17
2022-1-14 7:00,331,310.19,12,72,1,2,0,0,1.86,0,1.65,70
2022-1-14 8:00,332,310.2,12,77,1,2,0,0,1.86,0,1.65,158
2022-1-14 9:00,333,310.21,12,78,8,1,0,0,1.86,0,1.65,117
2022-1-14 10:00,334,310.22,12,78,8,1,0,0,1.86,0,1.65,44
2022-1-14 11:00,335,310.23,13,74,8,1,0,0,1.86,0,1.65,53
2022-1-14 12:00,336,311,12,78,7,0,0,0,1.87,0,1.65,61
2022-1-14 13:00,337,311.01,12,79,5,1,0,0,1.87,0,1.65,77
2022-1-14 14:00,338,311.02,12,79,5,1,0,0,1.87,0,1.65,64
2022-1-14 15:00,339,311.03,11,85,6,1,0,0.5,1.87,0,1.65,68
2022-1-14 16:00,340,311.04,11,86,5,2,0,0,1.87,0,1.65,90
2022-1-14 17:00,341,311.05,11,85,6,1,0.5,0.5,1.87,0,1.65,159
2022-1-14 18:00,342,311.06,11,87,6,2,1,0,1.87,0,1.65,139
2022-1-14 19:00,343,311.07,11,88,5,1,0,0,1.87,0,1.65,92
2022-1-14 20:00,344,311.08,12,87,5,1,0,0,1.87,0,1.65,68
2022-1-14 21:00,345,311.09,11,90,5,2,1.5,2.5,1.87,0,1.65,52
2022-1-14 22:00,346,311.1,11,92,5,2,3,2,1.87,0,1.66,36
2022-1-14 23:00,347,311.11,13,90,5,1,0,0,1.62,0,1.66,27
2022-1-15 0:00,348,311.12,13,87,5,1,0.5,0.5,1.42,0,1.66,28
2022-1-15 1:00,349,311.13,15,85,4,1,0,0,1.3,0,1.67,20
2022-1-15 2:00,350,311.14,15,82,2,1,0,0,1.22,0,1.68,12
2022-1-15 3:00,351,311.15,16,77,3,2,0,0,1.17,0,1.68,8
2022-1-15 4:00,352,311.16,17,77,3,1,0,0,1.13,0,1.68,5
2022-1-15 5:00,353,311.17,17,76,3,1,0,0,1.1,0,1.68,1
2022-1-15 6:00,354,311.18,16,81,8,1,0,0,1.15,0,1.69,3
2022-1-15 7:00,355,311.19,15,83,6,1,0,0,1.45,0,1.69,10
2022-1-15 8:00,356,311.2,15,84,6,1,0,0,1.55,0,1.69,23
2022-1-15 9:00,357,311.21,15,85,5,1,0,0,1.62,0,1.69,33
